question_id,question_text,option_a,option_b,option_c,option_d,correct_option,category,difficulty_level
Q1667,"Remember: Mango, Apple, Banana, Papaya. Which fruit was number 1?",Banana,Papaya,Apple,Fig,A,Memory,Medium
Q1668,"Memorize: 28, 10, 41, 7. Which number was at position 3?",7,41,10,72,B,Memory,Medium
Q1669,"Remember the sequence: Hexagon, Triangle, Rectangle, Diamond. Which was first?",Rectangle,Octagon,Diamond,Triangle,A,Memory,Medium
Q1670,"Remember: Papaya, Kiwi, Cherry, Fig. Which fruit was number 1?",Fig,Cherry,Kiwi,Apricot,A,Memory,Medium
Q1671,"Remember: Orange, Yellow, Lime, Green. Which was number 3?",Yellow,Lime,White,Green,B,Memory,Medium
Q1672,"Remember the sequence: Cone, Heart, Star, Octagon. Which was third?",Heart,Star,Circle,Octagon,B,Memory,Medium
Q1673,"Memorize: 20, 11, 42, 45. Which number was at position 1?",45,20,42,58,B,Memory,Medium
Q1674,"Remember: Blue, Yellow, Purple, Black. Which was number 4?",Red,Blue,Black,Yellow,C,Memory,Medium
Q1675,"Memorize: 3, 11, 48, 34. Which number was at position 3?",48,11,52,3,A,Memory,Medium
Q1676,"Remember: Grapes, Plum, Banana, Papaya. Which fruit was number 1?",Papaya,Pineapple,Banana,Plum,A,Memory,Medium
Q1677,"Memorize: 45, 29, 29, 31. Which number was at position 3?",29,70,29,31,A,Memory,Medium
Q1678,"Remember the sequence: Square, Trapezoid, Diamond, Pentagon. Which was fourth?",Trapezoid,Pentagon,Square,Cylinder,B,Memory,Medium
Q1679,"Memorize: 17, 34, 29, 30. Which number was at position 4?",34,29,17,73,A,Memory,Medium
Q1680,"Remember the sequence: Rectangle, Heart, Cone, Octagon. Which was third?",Square,Heart,Rectangle,Cone,D,Memory,Medium
Q1681,"Remember: Grey, Orange, Blue, Red. Which was number 4?",Grey,Blue,Orange,Brown,A,Memory,Medium
Q1682,"Remember the sequence: Oval, Hexagon, Pentagon, Trapezoid. Which was fourth?",Octagon,Hexagon,Oval,Pentagon,A,Memory,Medium
Q1683,"Remember: Black, Orange, Yellow, Purple. Which was number 1?",Purple,Brown,Orange,Yellow,A,Memory,Medium
Q1684,"Remember the sequence: Diamond, Cone, Oval, Circle. Which was fourth?",Square,Oval,Cone,Circle,D,Memory,Medium
Q1685,"Remember: Yellow, Magenta, Lime, Blue. Which was number 1?",Yellow,Magenta,Lime,Purple,A,Memory,Medium
Q1686,"Remember: Pear, Pineapple, Papaya, Banana. Which fruit was number 1?",Cherry,Pear,Papaya,Pineapple,B,Memory,Medium
Q1687,"Remember: Orange, Pear, Plum, Grapes. Which fruit was number 4?",Plum,Kiwi,Orange,Grapes,D,Memory,Medium
Q1688,"Memorize: 40, 41, 31, 4. Which number was at position 3?",4,31,78,41,B,Memory,Medium
Q1689,"Memorize: 35, 38, 21, 18. Which number was at position 1?",55,38,21,35,D,Memory,Medium
Q1690,"Remember: Grey, Pink, Green, Purple. Which was number 2?",Purple,Lime,Pink,Grey,C,Memory,Medium
Q1691,"Remember the sequence: Circle, Cylinder, Diamond, Trapezoid. Which was first?",Trapezoid,Circle,Octagon,Diamond,B,Memory,Medium
Q1692,"Remember the sequence: Octagon, Trapezoid, Hexagon, Cone. Which was third?",Cylinder,Hexagon,Cone,Octagon,B,Memory,Medium
Q1693,"Remember: Purple, Magenta, Cyan, Blue. Which was number 2?",Blue,Cyan,Lime,Purple,A,Memory,Medium
Q1694,"Remember: Cherry, Apple, Grapes, Orange. Which fruit was number 1?",Cherry,Apple,Peach,Grapes,A,Memory,Medium
Q1695,"Remember the sequence: Oval, Trapezoid, Circle, Hexagon. Which was second?",Circle,Hexagon,Cone,Oval,A,Memory,Medium
Q1696,"Remember the sequence: Heart, Oval, Triangle, Pentagon. Which was third?",Oval,Heart,Square,Pentagon,A,Memory,Medium
Q1697,"Remember: White, Red, Pink, Brown. Which was number 4?",Red,Black,White,Brown,D,Memory,Medium
Q1698,"Remember: Pink, Black, White, Purple. Which was number 3?",Red,White,Black,Purple,B,Memory,Medium
Q1699,"Memorize: 46, 4, 12, 47. Which number was at position 1?",54,47,4,12,A,Memory,Medium
Q1700,"Remember the sequence: Cylinder, Trapezoid, Square, Octagon. Which was fourth?",Oval,Octagon,Trapezoid,Cylinder,B,Memory,Medium
Q1701,"Memorize: 48, 20, 37, 33. Which number was at position 1?",48,77,33,37,A,Memory,Medium
Q1702,"Remember: Green, Magenta, Lime, White. Which was number 2?",Magenta,Yellow,White,Green,A,Memory,Medium
Q1703,"Remember: Pineapple, Mango, Kiwi, Plum. Which fruit was number 1?",Apple,Plum,Pineapple,Kiwi,C,Memory,Medium
Q1704,"Remember the sequence: Trapezoid, Rectangle, Cone, Square. Which was third?",Rectangle,Cylinder,Cone,Square,C,Memory,Medium
Q1705,"Remember: Pear, Apple, Mango, Pineapple. Which fruit was number 1?",Mango,Papaya,Pineapple,Pear,D,Memory,Medium
Q1706,"Remember the sequence: Hexagon, Triangle, Heart, Cone. Which was fourth?",Triangle,Heart,Rectangle,Hexagon,A,Memory,Medium
Q1707,"Remember the sequence: Hexagon, Heart, Star, Square. Which was first?",Star,Hexagon,Octagon,Heart,B,Memory,Medium
Q1708,"Memorize: 3, 29, 1, 40. Which number was at position 3?",3,80,40,1,D,Memory,Medium
Q1709,"Remember the sequence: Square, Cylinder, Circle, Octagon. Which was fourth?",Hexagon,Cylinder,Square,Circle,A,Memory,Medium
Q1710,"Remember: Brown, Purple, Pink, Cyan. Which was number 2?",Cyan,Purple,Brown,Orange,B,Memory,Medium
Q1711,"Remember: Magenta, Blue, Pink, Black. Which was number 4?",Magenta,Black,Blue,Red,B,Memory,Medium
Q1712,"Remember the sequence: Triangle, Diamond, Star, Octagon. Which was second?",Diamond,Trapezoid,Octagon,Star,A,Memory,Medium
Q1713,"Remember: Papaya, Orange, Plum, Mango. Which fruit was number 3?",Orange,Mango,Plum,Grapes,C,Memory,Medium
Q1714,"Remember: Pineapple, Orange, Cherry, Kiwi. Which fruit was number 3?",Pineapple,Kiwi,Grapes,Orange,A,Memory,Medium
Q1715,"Remember the sequence: Oval, Diamond, Cylinder, Triangle. Which was second?",Cylinder,Hexagon,Triangle,Oval,A,Memory,Medium
Q1716,"Remember: Pineapple, Papaya, Fig, Peach. Which fruit was number 3?",Papaya,Plum,Fig,Pineapple,C,Memory,Medium
Q1717,"Remember: Orange, Green, Blue, Pink. Which was number 3?",Green,Blue,Pink,White,B,Memory,Medium
Q1718,"Remember: Lime, Magenta, Cyan, White. Which was number 3?",White,Pink,Magenta,Lime,A,Memory,Medium
Q1719,"Remember: Brown, Blue, Magenta, Cyan. Which was number 3?",Lime,Blue,Magenta,Cyan,C,Memory,Medium
Q1720,"Remember the sequence: Cylinder, Heart, Cone, Oval. Which was fourth?",Heart,Oval,Cone,Hexagon,B,Memory,Medium
Q1721,"Remember the sequence: Pentagon, Circle, Heart, Cylinder. Which was first?",Cylinder,Triangle,Pentagon,Circle,C,Memory,Medium
Q1722,"Remember the sequence: Triangle, Oval, Cylinder, Heart. Which was fourth?",Oval,Trapezoid,Heart,Triangle,C,Memory,Medium
Q1723,"Remember the sequence: Cylinder, Diamond, Triangle, Circle. Which was fourth?",Triangle,Circle,Diamond,Octagon,B,Memory,Medium
Q1724,"Remember: Black, Pink, Orange, Purple. Which was number 3?",White,Purple,Orange,Black,C,Memory,Medium
Q1725,"Remember: Black, Blue, Red, Orange. Which was number 1?",Orange,Red,Black,Magenta,C,Memory,Medium
Q1726,"Remember the sequence: Rectangle, Cone, Star, Oval. Which was fourth?",Rectangle,Pentagon,Cone,Oval,D,Memory,Medium
Q1727,"Remember: Orange, Kiwi, Cherry, Papaya. Which fruit was number 2?",Papaya,Fig,Orange,Kiwi,D,Memory,Medium
Q1728,"Remember the sequence: Octagon, Heart, Circle, Hexagon. Which was second?",Heart,Hexagon,Circle,Rectangle,A,Memory,Medium
Q1729,"Remember: Cherry, Pineapple, Papaya, Orange. Which fruit was number 4?",Orange,Pineapple,Papaya,Apple,A,Memory,Medium
Q1730,"Memorize: 23, 27, 6, 40. Which number was at position 1?",6,40,27,53,A,Memory,Medium
Q1731,"Remember the sequence: Pentagon, Cylinder, Square, Triangle. Which was second?",Cone,Square,Triangle,Pentagon,A,Memory,Medium
Q1732,"Remember: Black, Pink, Magenta, Blue. Which was number 3?",Pink,Purple,Black,Blue,A,Memory,Medium
Q1733,"Remember the sequence: Trapezoid, Oval, Triangle, Heart. Which was second?",Trapezoid,Heart,Hexagon,Triangle,A,Memory,Medium
Q1734,"Remember the sequence: Diamond, Trapezoid, Octagon, Pentagon. Which was first?",Trapezoid,Pentagon,Diamond,Circle,C,Memory,Medium
Q1735,"Memorize: 5, 42, 3, 35. Which number was at position 1?",42,5,35,71,B,Memory,Medium
Q1736,"Remember: Blue, Lime, Green, Purple. Which was number 3?",Lime,Red,Blue,Green,D,Memory,Medium
Q1737,"Remember the sequence: Circle, Octagon, Cylinder, Pentagon. Which was third?",Cylinder,Diamond,Pentagon,Octagon,A,Memory,Medium
Q1738,"Remember: Pink, Yellow, Brown, Cyan. Which was number 2?",Pink,Cyan,Brown,Magenta,A,Memory,Medium
Q1739,"Remember the sequence: Oval, Triangle, Circle, Cylinder. Which was second?",Trapezoid,Circle,Cylinder,Oval,A,Memory,Medium
Q1740,"Remember the sequence: Rectangle, Diamond, Triangle, Cone. Which was second?",Rectangle,Diamond,Triangle,Oval,B,Memory,Medium
Q1741,"Memorize: 14, 39, 38, 19. Which number was at position 3?",19,39,38,68,C,Memory,Medium
Q1742,"Remember: Fig, Orange, Peach, Apple. Which fruit was number 2?",Peach,Pear,Orange,Apple,C,Memory,Medium
Q1743,"Remember: Pineapple, Apple, Pear, Papaya. Which fruit was number 1?",Pear,Kiwi,Pineapple,Papaya,C,Memory,Medium
Q1744,"Remember: Papaya, Peach, Apricot, Kiwi. Which fruit was number 1?",Peach,Papaya,Apricot,Plum,B,Memory,Medium
Q1745,"Remember the sequence: Square, Octagon, Star, Rectangle. Which was second?",Star,Oval,Rectangle,Octagon,D,Memory,Medium
Q1746,"Remember: Orange, Cyan, Black, Yellow. Which was number 3?",Red,Black,Orange,Cyan,B,Memory,Medium
Q1747,"Remember: Purple, Pink, Lime, Yellow. Which was number 1?",Yellow,Lime,Green,Pink,A,Memory,Medium
Q1748,"Remember: Kiwi, Mango, Peach, Cherry. Which fruit was number 1?",Peach,Cherry,Plum,Mango,A,Memory,Medium
Q1749,"Remember: Lime, Cyan, Black, Orange. Which was number 4?",Cyan,Orange,Lime,Blue,B,Memory,Medium
Q1750,"Remember the sequence: Octagon, Hexagon, Diamond, Trapezoid. Which was fourth?",Octagon,Diamond,Hexagon,Rectangle,A,Memory,Medium
Q1751,"Memorize: 38, 9, 40, 46. Which number was at position 1?",72,40,9,46,A,Memory,Medium
Q1752,"Remember the sequence: Heart, Oval, Octagon, Rectangle. Which was third?",Oval,Heart,Cylinder,Rectangle,A,Memory,Medium
Q1753,"Remember the sequence: Hexagon, Heart, Triangle, Circle. Which was second?",Heart,Star,Triangle,Hexagon,A,Memory,Medium
Q1754,"Memorize: 47, 14, 42, 50. Which number was at position 3?",52,42,14,50,B,Memory,Medium
Q1755,"Remember: Blue, Orange, Yellow, Magenta. Which was number 4?",Yellow,Purple,Orange,Magenta,D,Memory,Medium
Q1756,"Remember: White, Magenta, Lime, Blue. Which was number 4?",White,Lime,Red,Magenta,A,Memory,Medium
Q1757,"Memorize: 46, 2, 1, 30. Which number was at position 1?",30,2,79,46,D,Memory,Medium
Q1758,"Remember the sequence: Square, Oval, Hexagon, Circle. Which was fourth?",Square,Hexagon,Circle,Trapezoid,C,Memory,Medium
Q1759,"Remember the sequence: Oval, Circle, Hexagon, Triangle. Which was first?",Circle,Oval,Hexagon,Diamond,B,Memory,Medium
Q1760,"Memorize: 21, 19, 6, 3. Which number was at position 2?",21,6,77,19,D,Memory,Medium
Q1761,"Memorize: 38, 3, 5, 36. Which number was at position 3?",64,36,3,5,D,Memory,Medium
Q1762,"Remember the sequence: Hexagon, Circle, Cone, Trapezoid. Which was first?",Trapezoid,Rectangle,Cone,Hexagon,D,Memory,Medium
Q1763,"Remember: Brown, Purple, Black, Red. Which was number 3?",Black,Purple,Lime,Brown,A,Memory,Medium
Q1764,"Remember: Red, Magenta, Brown, Purple. Which was number 1?",Purple,Grey,Red,Magenta,C,Memory,Medium
Q1765,"Remember: Fig, Mango, Grapes, Papaya. Which fruit was number 2?",Fig,Mango,Papaya,Cherry,B,Memory,Medium
Q1766,"Remember: Grapes, Banana, Mango, Papaya. Which fruit was number 3?",Banana,Fig,Grapes,Mango,D,Memory,Medium
Q1767,"Remember the sequence: Cylinder, Square, Trapezoid, Oval. Which was second?",Octagon,Cylinder,Trapezoid,Square,D,Memory,Medium
Q1768,"Remember the sequence: Hexagon, Star, Square, Oval. Which was fourth?",Square,Hexagon,Star,Cone,A,Memory,Medium
Q1769,"Remember: Orange, Pear, Apricot, Plum. Which fruit was number 3?",Apricot,Mango,Orange,Plum,A,Memory,Medium
Q1770,"Remember: Orange, Apricot, Peach, Kiwi. Which fruit was number 4?",Orange,Kiwi,Apricot,Plum,B,Memory,Medium
Q1771,"Remember: Cyan, Black, Lime, Magenta. Which was number 2?",Magenta,Orange,Cyan,Black,D,Memory,Medium
Q1772,"Remember the sequence: Oval, Octagon, Circle, Diamond. Which was fourth?",Circle,Oval,Diamond,Star,C,Memory,Medium
Q1773,"Remember: Red, Magenta, Blue, Orange. Which was number 1?",Magenta,Orange,Brown,Red,D,Memory,Medium
Q1774,"Remember: Plum, Peach, Banana, Pineapple. Which fruit was number 3?",Pineapple,Banana,Peach,Kiwi,B,Memory,Medium
Q1775,"Remember the sequence: Hexagon, Heart, Star, Trapezoid. Which was first?",Triangle,Heart,Star,Hexagon,D,Memory,Medium
Q1776,"Remember: Cyan, Yellow, Red, Orange. Which was number 1?",Orange,Red,Yellow,Lime,A,Memory,Medium
Q1777,"Remember the sequence: Trapezoid, Oval, Star, Triangle. Which was first?",Oval,Circle,Trapezoid,Triangle,C,Memory,Medium
Q1778,"Remember: Yellow, Green, Brown, Magenta. Which was number 3?",Grey,Green,Yellow,Magenta,A,Memory,Medium
Q1779,"Remember: Yellow, White, Purple, Orange. Which was number 2?",Purple,Pink,White,Orange,C,Memory,Medium
Q1780,"Remember: Red, Cyan, Purple, Black. Which was number 1?",Purple,Blue,Black,Red,D,Memory,Medium
Q1781,"Remember: Pear, Fig, Peach, Mango. Which fruit was number 3?",Peach,Fig,Pineapple,Mango,A,Memory,Medium
Q1782,"Remember the sequence: Circle, Rectangle, Cylinder, Heart. Which was fourth?",Rectangle,Star,Circle,Heart,D,Memory,Medium
Q1783,"Remember the sequence: Pentagon, Triangle, Star, Diamond. Which was fourth?",Star,Cone,Pentagon,Triangle,A,Memory,Medium
Q1784,"Remember the sequence: Cone, Pentagon, Cylinder, Octagon. Which was third?",Cylinder,Circle,Pentagon,Cone,A,Memory,Medium
Q1785,"Memorize: 50, 26, 49, 13. Which number was at position 2?",49,13,50,74,A,Memory,Medium
Q1786,"Remember the sequence: Circle, Heart, Star, Octagon. Which was third?",Star,Circle,Hexagon,Heart,A,Memory,Medium
Q1787,"Remember: Pear, Orange, Banana, Cherry. Which fruit was number 4?",Papaya,Cherry,Pear,Orange,B,Memory,Medium
Q1788,"Remember the sequence: Oval, Triangle, Cone, Pentagon. Which was second?",Pentagon,Triangle,Cone,Rectangle,B,Memory,Medium
Q1789,"Remember: Grapes, Apple, Banana, Peach. Which fruit was number 2?",Peach,Fig,Grapes,Banana,A,Memory,Medium
Q1790,"Memorize: 35, 47, 20, 24. Which number was at position 4?",20,64,47,24,D,Memory,Medium
Q1791,"Memorize: 43, 7, 48, 41. Which number was at position 4?",43,7,68,48,A,Memory,Medium
Q1792,"Remember the sequence: Triangle, Diamond, Rectangle, Star. Which was fourth?",Rectangle,Star,Triangle,Oval,B,Memory,Medium
Q1793,"Memorize: 16, 9, 13, 50. Which number was at position 1?",68,9,13,16,D,Memory,Medium
Q1794,"Remember the sequence: Rectangle, Cone, Hexagon, Oval. Which was second?",Cone,Square,Oval,Rectangle,A,Memory,Medium
Q1795,"Remember: Apricot, Pear, Papaya, Plum. Which fruit was number 4?",Pear,Apricot,Apple,Plum,D,Memory,Medium
Q1796,"Remember the sequence: Hexagon, Oval, Pentagon, Star. Which was first?",Star,Oval,Pentagon,Circle,A,Memory,Medium
Q1797,"Remember: Orange, Black, Pink, Lime. Which was number 3?",Lime,Purple,Black,Orange,A,Memory,Medium
Q1798,"Remember: Black, Orange, White, Yellow. Which was number 2?",Black,Orange,Brown,White,B,Memory,Medium
Q1799,"Memorize: 11, 32, 32, 9. Which number was at position 2?",72,32,9,11,B,Memory,Medium
Q1800,"Remember: Green, Magenta, Purple, Orange. Which was number 2?",Magenta,Orange,Yellow,Green,A,Memory,Medium
Q1801,"Find the missing: 7, 2, 9, ?",6,5,4,2,C,Pattern Recognition,Medium
Q1802,"Find the next number: 17, 22, 27, ?",28,35,32,31,C,Pattern Recognition,Easy
Q1803,"Find the next number: 11, 13, 15, ?",21,17,19,18,B,Pattern Recognition,Easy
Q1804,"Find the missing: 7, 3, 12, ?",11,10,9,8,D,Pattern Recognition,Medium
Q1805,"Complete: 5, 15, 45, ?",138,145,122,135,D,Pattern Recognition,Medium
Q1806,"Complete: 5, 10, 20, ?",38,40,41,44,B,Pattern Recognition,Medium
Q1807,"Next number: 6, 12, 24, ?",48,57,40,53,A,Pattern Recognition,Easy
Q1808,"Find the missing: 7, 5, 10, ?",7,6,8,11,C,Pattern Recognition,Medium
Q1809,"Next number: 2, 4, 8, ?",18,13,17,16,D,Pattern Recognition,Easy
Q1810,"Continue the pattern: 3, 5, 7, ?",8,12,9,11,C,Pattern Recognition,Medium
Q1811,"Find the next number: 9, 11, 13, ?",19,14,15,16,C,Pattern Recognition,Easy
Q1812,"Complete: 3, 12, 48, ?",209,220,192,169,C,Pattern Recognition,Medium
Q1813,"Find the missing: 7, 4, 10, ?",10,7,8,9,B,Pattern Recognition,Medium
Q1814,"Next number: 8, 16, 32, ?",72,75,64,70,C,Pattern Recognition,Easy
Q1815,"Find the missing: 4, 4, 6, ?",5,6,9,7,B,Pattern Recognition,Medium
Q1816,"Find the next number: 10, 16, 22, ?",33,27,28,34,C,Pattern Recognition,Easy
Q1817,"Find the missing: 6, 1, 10, ?",3,4,5,6,C,Pattern Recognition,Medium
Q1818,"Complete: 6, 24, 96, ?",439,357,361,384,D,Pattern Recognition,Medium
Q1819,"Continue the pattern: 2, 4, 6, ?",11,10,8,6,C,Pattern Recognition,Medium
Q1820,"Complete: 5, 20, 80, ?",273,351,320,310,C,Pattern Recognition,Medium
Q1821,"Complete: 2, 8, 32, ?",128,139,138,120,A,Pattern Recognition,Medium
Q1822,"Find the next number: 6, 8, 10, ?",11,14,12,10,C,Pattern Recognition,Easy
Q1823,"Continue the pattern: 4, 6, 8, ?",11,12,10,8,C,Pattern Recognition,Medium
Q1824,"Complete: 4, 16, 64, ?",288,267,217,256,D,Pattern Recognition,Medium
Q1825,"Find the next number: 3, 10, 17, ?",28,24,29,27,B,Pattern Recognition,Easy
Q1826,"Complete: 3, 6, 12, ?",20,26,24,23,C,Pattern Recognition,Medium
Q1827,"Find the missing: 8, 2, 9, ?",1,3,4,5,B,Pattern Recognition,Medium
Q1828,"Find the missing: 2, 3, 5, ?",4,8,6,5,C,Pattern Recognition,Medium
Q1829,"Find the missing: 5, 6, 6, ?",7,6,10,5,A,Pattern Recognition,Medium
Q1830,"Next number: 4, 8, 16, ?",36,38,28,32,D,Pattern Recognition,Easy
Q1831,"Find the next number: 14, 16, 18, ?",22,20,23,16,B,Pattern Recognition,Easy
Q1832,"Complete: 4, 8, 16, ?",27,28,32,37,C,Pattern Recognition,Medium
Q1833,"Find the missing: 5, 7, 6, ?",8,11,10,7,A,Pattern Recognition,Medium
Q1834,"Next number: 5, 10, 20, ?",40,46,47,38,A,Pattern Recognition,Easy
Q1835,"Find the missing: 8, 3, 10, ?",3,5,6,7,B,Pattern Recognition,Medium
Q1836,"Find the missing: 3, 5, 4, ?",4,6,7,9,B,Pattern Recognition,Medium
Q1837,"Complete: 2, 6, 18, ?",60,58,56,54,D,Pattern Recognition,Medium
Q1838,"Next number: 3, 6, 12, ?",24,20,26,28,A,Pattern Recognition,Easy
Q1839,"Find the next number: 5, 7, 9, ?",9,11,13,14,B,Pattern Recognition,Easy
Q1840,"Find the missing: 6, 4, 9, ?",6,9,7,10,C,Pattern Recognition,Medium
Q1841,"Find the missing: 3, 2, 7, ?",6,9,8,7,A,Pattern Recognition,Medium
Q1842,"Next number: 1, 2, 4, ?",8,9,7,10,A,Pattern Recognition,Easy
Q1843,"Find the next number: 7, 10, 13, ?",20,19,13,16,D,Pattern Recognition,Easy
Q1844,"Find the next number: 9, 16, 23, ?",30,25,32,29,A,Pattern Recognition,Easy
Q1845,"Complete: 2, 4, 8, ?",19,18,15,16,D,Pattern Recognition,Medium
Q1846,"Find the next number: 18, 20, 22, ?",22,27,24,21,C,Pattern Recognition,Easy
Q1847,"Find the next number: 10, 14, 18, ?",27,23,22,25,C,Pattern Recognition,Easy
Q1848,"Find the missing: 6, 3, 9, ?",8,7,5,6,D,Pattern Recognition,Medium
Q1849,"Find the missing: 8, 6, 11, ?",10,11,9,12,C,Pattern Recognition,Medium
Q1850,"Find the missing: 1, 8, 6, ?",16,13,11,12,B,Pattern Recognition,Medium
Q1851,"Find the missing: 3, 3, 8, ?",10,6,8,7,C,Pattern Recognition,Medium
Q1852,"Find the next number: 2, 6, 10, ?",14,16,12,17,A,Pattern Recognition,Easy
Q1853,"Find the next number: 4, 9, 14, ?",23,19,16,22,B,Pattern Recognition,Easy
Q1854,"Find the next number: 20, 26, 32, ?",38,43,42,37,A,Pattern Recognition,Easy
Q1855,"Find the missing: 1, 2, 5, ?",6,5,9,8,A,Pattern Recognition,Medium
Q1856,"Complete: 6, 12, 24, ?",48,43,46,51,A,Pattern Recognition,Medium
Q1857,"Find the missing: 3, 2, 8, ?",6,9,5,7,D,Pattern Recognition,Medium
Q1858,"Find the next number: 8, 13, 18, ?",19,27,28,23,D,Pattern Recognition,Easy
Q1859,"Find the missing: 2, 7, 6, ?",9,12,13,11,D,Pattern Recognition,Medium
Q1860,"Complete: 4, 12, 36, ?",108,105,112,110,A,Pattern Recognition,Medium
Q1861,"Find the next number: 12, 18, 24, ?",30,32,33,28,A,Pattern Recognition,Easy
Q1862,"Find the missing: 6, 7, 7, ?",10,7,8,9,C,Pattern Recognition,Medium
Q1863,"Find the missing: 8, 3, 11, ?",4,6,9,7,B,Pattern Recognition,Medium
Q1864,"Find the missing: 1, 7, 6, ?",12,15,13,14,A,Pattern Recognition,Medium
Q1865,"Find the next number: 19, 25, 31, ?",41,31,37,36,C,Pattern Recognition,Easy
Q1866,"Find the missing: 1, 7, 4, ?",8,13,12,10,D,Pattern Recognition,Medium
Q1867,"Find the next number: 9, 13, 17, ?",24,21,26,23,B,Pattern Recognition,Easy
Q1868,"Find the next number: 16, 19, 22, ?",30,25,23,22,B,Pattern Recognition,Easy
Q1869,"Find the missing: 5, 1, 9, ?",4,5,7,6,B,Pattern Recognition,Medium
Q1870,"Find the missing: 5, 2, 8, ?",7,3,5,6,C,Pattern Recognition,Medium
Q1871,"Find the next number: 20, 25, 30, ?",34,35,42,40,B,Pattern Recognition,Easy
Q1872,"Find the next number: 8, 14, 20, ?",30,29,26,27,C,Pattern Recognition,Easy
Q1873,"Find the next number: 14, 17, 20, ?",23,26,28,22,A,Pattern Recognition,Easy
Q1874,"Find the next number: 13, 19, 25, ?",33,29,35,31,D,Pattern Recognition,Easy
Q1875,"Find the missing: 2, 8, 7, ?",12,14,16,13,D,Pattern Recognition,Medium
Q1876,"Find the missing: 8, 4, 10, ?",7,5,6,9,C,Pattern Recognition,Medium
Q1877,"Find the missing: 5, 8, 10, ?",11,15,13,12,C,Pattern Recognition,Medium
Q1878,"Find the missing: 6, 7, 8, ?",9,12,10,8,A,Pattern Recognition,Medium
Q1879,"Find the next number: 6, 9, 12, ?",19,15,17,18,B,Pattern Recognition,Easy
Q1880,"Find the missing: 8, 4, 13, ?",11,9,12,8,B,Pattern Recognition,Medium
Q1881,"Complete: 6, 18, 54, ?",166,175,182,162,D,Pattern Recognition,Medium
Q1882,"Find the missing: 7, 5, 11, ?",9,7,11,10,A,Pattern Recognition,Medium
Q1883,"Find the next number: 11, 17, 23, ?",34,30,32,29,D,Pattern Recognition,Easy
Q1884,"Find the next number: 5, 11, 17, ?",24,22,23,25,C,Pattern Recognition,Easy
Q1885,"Find the next number: 15, 20, 25, ?",27,35,28,30,D,Pattern Recognition,Easy
Q1886,"Next number: 7, 14, 28, ?",62,47,56,53,C,Pattern Recognition,Easy
Q1887,"Find the missing: 1, 6, 6, ?",9,13,14,11,D,Pattern Recognition,Medium
Q1888,"Find the missing: 1, 8, 2, ?",11,9,8,10,B,Pattern Recognition,Medium
Q1889,"Find the missing: 5, 1, 8, ?",2,3,5,4,D,Pattern Recognition,Medium
Q1890,"Find the next number: 19, 26, 33, ?",41,47,48,40,D,Pattern Recognition,Easy
Q1891,"Find the missing: 4, 3, 7, ?",6,5,8,7,A,Pattern Recognition,Medium
Q1892,"Find the next number: 13, 17, 21, ?",25,24,28,29,A,Pattern Recognition,Easy
Q1893,"Find the missing: 8, 8, 11, ?",14,9,13,11,D,Pattern Recognition,Medium
Q1894,"Find the next number: 11, 15, 19, ?",24,26,23,27,C,Pattern Recognition,Easy
Q1895,"Find the missing: 8, 2, 11, ?",3,5,8,4,B,Pattern Recognition,Medium
Q1896,"Find the missing: 6, 4, 8, ?",5,7,8,6,D,Pattern Recognition,Medium
Q1897,"Find the missing: 5, 8, 9, ?",11,13,12,14,C,Pattern Recognition,Medium
Q1898,"Find the next number: 18, 22, 26, ?",25,28,32,30,D,Pattern Recognition,Easy
Q1899,"Find the next number: 2, 9, 16, ?",22,25,26,23,D,Pattern Recognition,Easy
Q1900,"Find the next number: 17, 20, 23, ?",28,22,25,26,D,Pattern Recognition,Easy
Q1901,"Find the next number: 4, 10, 16, ?",21,19,22,25,C,Pattern Recognition,Easy
Q1902,"Find the missing: 8, 6, 10, ?",7,9,10,8,D,Pattern Recognition,Medium
Q1903,"Complete: 3, 9, 27, ?",92,90,86,81,D,Pattern Recognition,Medium
Q1904,"Find the next number: 13, 15, 17, ?",21,19,22,20,B,Pattern Recognition,Easy
Q1905,"Find the next number: 9, 15, 21, ?",30,28,27,29,C,Pattern Recognition,Easy
Q1906,"Find the missing: 8, 7, 10, ?",12,11,8,9,D,Pattern Recognition,Medium
Q1907,"Find the missing: 6, 4, 11, ?",10,9,11,8,B,Pattern Recognition,Medium
Q1908,"Find the next number: 15, 18, 21, ?",20,27,24,26,C,Pattern Recognition,Easy
Q1909,"Find the missing: 2, 3, 3, ?",5,2,4,7,C,Pattern Recognition,Medium
Q1910,"Find the missing: 1, 3, 4, ?",4,8,7,6,D,Pattern Recognition,Medium
Q1911,"Find the next number: 18, 24, 30, ?",39,38,43,36,D,Pattern Recognition,Easy
Q1912,"Find the next number: 16, 20, 24, ?",28,27,23,31,A,Pattern Recognition,Easy
Q1913,"Find the next number: 7, 12, 17, ?",24,18,22,23,C,Pattern Recognition,Easy
Q1914,"Find the missing: 4, 2, 5, ?",6,2,3,5,C,Pattern Recognition,Medium
Q1915,"Find the next number: 12, 17, 22, ?",27,32,30,29,A,Pattern Recognition,Easy
Q1916,"Find the next number: 7, 14, 21, ?",28,24,31,27,A,Pattern Recognition,Easy
Q1917,"Find the missing: 3, 7, 5, ?",8,10,11,9,D,Pattern Recognition,Medium
